country_code,category_code,record_type,platform,study_name,product_code,product_name,response,product_plm_code,driver,importance_percent,country,year
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion appearance of shampoo,NONE,smoother sleeker hair,0.83,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion appearance of shampoo,NONE,enhances the black colour of my hair,0.49,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion appearance of shampoo,NONE,shampoo cleans my hair well,55.1,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion color shampoo,NONE,Easy to lather,1.13,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion color shampoo,NONE,Ease of rinse off for the shampoo,5.37,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion color shampoo,NONE,long lasting fragrance,9.1,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion color shampoo,NONE,fragrance that i want to smell again and again,4.84,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion color shampoo,NONE,makes my hair stronger,1.29,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion color shampoo,NONE,cares for my hair,2.42,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion color shampoo,NONE,is delightful to use,5.04,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion color shampoo,NONE,gives nourishment to my hair,1.62,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion color shampoo,NONE,enhances the color vibrancy of my hair,3.88,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion color shampoo,NONE,makes my hair look beautiful,9.72,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion color shampoo,NONE,makes hair soft smooth,2.84,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion color shampoo,NONE,makes my hair shiny,2.49,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion color shampoo,NONE,reduces frizz fluff,1.65,India,2021
IN,HRC,rwa_driver_importance,Dry,Dove Intense Repair Blind Test (CTI_Dove_IR_pdt_imp_IN_HV),UD68,Pantene: Damage Repair (sachet),overall opinion appearance of shampoo,NONE,makes my hair strong,13.78,India,2022
IN,HRC,rwa_driver_importance,Dry,Dove Intense Repair Blind Test (CTI_Dove_IR_pdt_imp_IN_HV),UD68,Pantene: Damage Repair (sachet),overall opinion appearance of shampoo,NONE,controls reduces fluff or frizz,2.72,India,2022
IN,HRC,rwa_driver_importance,Dry,Dove Intense Repair Blind Test (CTI_Dove_IR_pdt_imp_IN_HV),UD68,Pantene: Damage Repair (sachet),overall opinion appearance of shampoo,NONE,reduces dry rough ends,3.51,India,2022
IN,HRC,rwa_driver_importance,Dry,Dove Intense Repair Blind Test (CTI_Dove_IR_pdt_imp_IN_HV),UD68,Pantene: Damage Repair (sachet),overall opinion appearance of shampoo,NONE,repairs damaged hair,3.83,India,2022
IN,HRC,rwa_driver_importance,Dry,Dove Intense Repair Blind Test (CTI_Dove_IR_pdt_imp_IN_HV),UD68,Pantene: Damage Repair (sachet),overall opinion appearance of shampoo,NONE,shampoo cleans my hair well,8.06,India,2022
IN,HRC,rwa_driver_importance,Dry,Dove Intense Repair Blind Test (CTI_Dove_IR_pdt_imp_IN_HV),UD68,Pantene: Damage Repair (sachet),overall opinion appearance of shampoo,NONE,reduces hair breakage,6.41,India,2022
IN,HRC,rwa_driver_importance,Dry,Dove Intense Repair Blind Test (CTI_Dove_IR_pdt_imp_IN_HV),UD68,Pantene: Damage Repair (sachet),overall opinion appearance of shampoo,NONE,shampoo rinses off easily,0.76,India,2022
IN,HRC,rwa_driver_importance,Dry,Dove Intense Repair Blind Test (CTI_Dove_IR_pdt_imp_IN_HV),UD68,Pantene: Damage Repair (sachet),overall opinion color shampoo,NONE,long lasting fragrance,9.21,India,2022
IN,HRC,rwa_driver_importance,Dry,Dove Intense Repair Blind Test (CTI_Dove_IR_pdt_imp_IN_HV),UD68,Pantene: Damage Repair (sachet),overall opinion color shampoo,NONE,fragrance that i want to smell again and again,17.06,India,2022
IN,HRC,rwa_driver_importance,Dry,Dove Intense Repair Blind Test (CTI_Dove_IR_pdt_imp_IN_HV),UD68,Pantene: Damage Repair (sachet),overall opinion color shampoo,NONE,makes hair healthier,3.74,India,2022
IN,HRC,rwa_driver_importance,Dry,Dove Intense Repair Blind Test (CTI_Dove_IR_pdt_imp_IN_HV),UD68,Pantene: Damage Repair (sachet),overall opinion color shampoo,NONE,gives healthy looking hair,3.32,India,2022
IN,HRC,rwa_driver_importance,Dry,Dove Intense Repair Blind Test (CTI_Dove_IR_pdt_imp_IN_HV),UD68,Pantene: Damage Repair (sachet),overall opinion color shampoo,NONE,easy to finger through comb when wet,5.63,India,2022
IN,HRC,rwa_driver_importance,Dry,Dove Intense Repair Blind Test (CTI_Dove_IR_pdt_imp_IN_HV),UD68,Pantene: Damage Repair (sachet),overall opinion color shampoo,NONE,is pleasurable to use,3.64,India,2022
IN,HRC,rwa_driver_importance,Dry,Dove Intense Repair Blind Test (CTI_Dove_IR_pdt_imp_IN_HV),UD68,Pantene: Damage Repair (sachet),overall opinion color shampoo,NONE,makes my hair easy to manage,1.72,India,2022
IN,HRC,rwa_driver_importance,Dry,Dove Intense Repair Blind Test (CTI_Dove_IR_pdt_imp_IN_HV),UD68,Pantene: Damage Repair (sachet),overall opinion color shampoo,NONE,makes my hair beautiful,1.49,India,2022
IN,HRC,rwa_driver_importance,Dry,Dove Intense Repair Blind Test (CTI_Dove_IR_pdt_imp_IN_HV),UD68,Pantene: Damage Repair (sachet),overall opinion color shampoo,NONE,is a high quality product,11.68,India,2022
IN,HRC,rwa_driver_importance,Dry,Dove Intense Repair Blind Test (CTI_Dove_IR_pdt_imp_IN_HV),UD68,Pantene: Damage Repair (sachet),overall opinion color shampoo,NONE,nourishes hair well,0.83,India,2022
IN,HRC,rwa_driver_importance,Dry,Dove Intense Repair Blind Test (CTI_Dove_IR_pdt_imp_IN_HV),UD68,Pantene: Damage Repair (sachet),overall opinion color shampoo,NONE,effectively moisturizes hair,1.19,India,2022
IN,HRC,rwa_driver_importance,Dry,Dove Intense Repair Blind Test (CTI_Dove_IR_pdt_imp_IN_HV),UD68,Pantene: Damage Repair (sachet),overall opinion color shampoo,NONE,makes my hair shiny,1.48,India,2022
IN,HRC,rwa_driver_importance,Dry,Dove Intense Repair Blind Test (CTI_Dove_IR_pdt_imp_IN_HV),UD68,Pantene: Damage Repair (sachet),overall opinion color shampoo,NONE,makes hair soft and smooth,2.77,India,2022
IN,HRC,rwa_driver_importance,Dry,Dove Intense Repair Blind Test (CTI_Dove_IR_pdt_imp_IN_HV),UD68,Pantene: Damage Repair (sachet),overall opinion color shampoo,NONE,makes my hair strong,9.68,India,2022
IN,HRC,rwa_driver_importance,Dry,Dove Intense Repair Blind Test (CTI_Dove_IR_pdt_imp_IN_HV),UD68,Pantene: Damage Repair (sachet),overall opinion color shampoo,NONE,controls reduces fluff or frizz,2.06,India,2022
IN,HRC,rwa_driver_importance,Dry,Dove Intense Repair Blind Test (CTI_Dove_IR_pdt_imp_IN_HV),UD68,Pantene: Damage Repair (sachet),overall opinion color shampoo,NONE,reduces dry rough ends,4.59,India,2022
IN,HRC,rwa_driver_importance,Dry,Dove Intense Repair Blind Test (CTI_Dove_IR_pdt_imp_IN_HV),UD68,Pantene: Damage Repair (sachet),overall opinion color shampoo,NONE,repairs damaged hair,3.68,India,2022
IN,HRC,rwa_driver_importance,Dry,Dove Intense Repair Blind Test (CTI_Dove_IR_pdt_imp_IN_HV),UD68,Pantene: Damage Repair (sachet),overall opinion color shampoo,NONE,reduces hair breakage,10.8,India,2022
IN,HRC,rwa_driver_importance,Dry,Dove Intense Repair Blind Test (CTI_Dove_IR_pdt_imp_IN_HV),UD68,Pantene: Damage Repair (sachet),overall opinion color shampoo,NONE,shampoo rinses off easily,0.65,India,2022
IN,HRC,rwa_driver_importance,Dry,Dove Intense Repair Blind Test (CTI_Dove_IR_pdt_imp_IN_HV),UD68,Pantene: Damage Repair (sachet),overall opinion color shampoo,NONE,shampoo cleans my hair well,4.78,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion product,NONE,joyful fragrance,12.33,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion product,NONE,modern trendy fragrance,9.97,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion product,NONE,long lasting fragrance,6.09,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion product,NONE,fragrance that i want to smell again and again,2.11,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion product,NONE,feminine fragrance,3.61,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion product,NONE,fresh fragrance,4.14,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion product,NONE,makes my hair manageable,3.19,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion product,NONE,is delightful to use,3.11,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion product,NONE,gives nourishment to my hair,2.51,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion product,NONE,helps you feel fired up,8.9,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion product,NONE,gives me hair that is full of life,5.11,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion product,NONE,makes my hair look beautiful,1.75,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion product,NONE,easy to comb finger through when wet,2.46,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion product,NONE,makes hair soft smooth,8.6,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion product,NONE,gives my hair a natural movement,4.72,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion product,NONE,makes my hair shiny,2.74,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion product,NONE,reduces frizz fluff,1.28,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion product,NONE,makes my hair stronger,2.49,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion product,NONE,smoother sleeker hair,1.72,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion product,NONE,enhances the black colour of my hair,9.0,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion product,NONE,shampoo rinses off easily,1.41,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion product,NONE,shampoo cleans my hair well,2.76,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion appearance of shampoo,NONE,joyful fragrance,2.54,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion appearance of shampoo,NONE,modern trendy fragrance,2.3,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion appearance of shampoo,NONE,long lasting fragrance,7.49,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion appearance of shampoo,NONE,fragrance that i want to smell again and again,2.34,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion appearance of shampoo,NONE,feminine fragrance,2.34,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion appearance of shampoo,NONE,fresh fragrance,5.93,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion appearance of shampoo,NONE,makes my hair manageable,4.13,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion appearance of shampoo,NONE,is delightful to use,6.23,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion appearance of shampoo,NONE,gives nourishment to my hair,2.38,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion appearance of shampoo,NONE,helps you feel fired up,14.42,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion appearance of shampoo,NONE,makes hair soft smooth,2.44,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion appearance of shampoo,NONE,makes my hair shiny,6.31,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion appearance of shampoo,NONE,reduces frizz fluff,1.45,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion appearance of shampoo,NONE,gives me hair that is full of life,3.54,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion appearance of shampoo,NONE,makes my hair look beautiful,8.0,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion appearance of shampoo,NONE,easy to comb finger through when wet,1.82,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion appearance of shampoo,NONE,gives my hair a natural movement,5.53,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion appearance of shampoo,NONE,makes my hair stronger,7.61,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion appearance of shampoo,NONE,smoother sleeker hair,5.74,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion appearance of shampoo,NONE,enhances the black colour of my hair,0.98,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion appearance of shampoo,NONE,shampoo rinses off easily,1.79,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion appearance of shampoo,NONE,shampoo cleans my hair well,4.68,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion color shampoo,NONE,joyful fragrance,3.01,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion color shampoo,NONE,modern trendy fragrance,2.28,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion color shampoo,NONE,long lasting fragrance,13.45,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion color shampoo,NONE,fragrance that i want to smell again and again,4.39,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion color shampoo,NONE,feminine fragrance,5.46,India,2022
IN,HRC,rwa_driver_importance,Dry,Dove Intense Repair Blind Test (CTI_Dove_IR_pdt_imp_IN_HV),ZV25,Pantene: Damage Repair (bottle),overall opinion product,NONE,is a high quality product,13.48,India,2022
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion product,NONE,make my hair easy to comb when wet,1.42,India,2021
IN,HRC,rwa_driver_importance,Dry,Dove Intense Repair Blind Test (CTI_Dove_IR_pdt_imp_IN_HV),ZV25,Pantene: Damage Repair (bottle),overall opinion product,NONE,nourishes hair well,1.49,India,2022
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion product,NONE,does not cause dandruff flakes,2.35,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion color shampoo,NONE,fresh fragrance,2.48,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),CMI_Sunsilk Black LCS_Branded_North,KM47,Competition North - Dabur Vatika Health,overall opinion color shampoo,NONE,makes my hair manageable,3.71,India,2022
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion product,NONE,absorbs easily into hair,27.69,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion appearance of shampoo,NONE,grows new hair/ improves hair density,2.39,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion appearance of shampoo,NONE,is an ayurvedic medicine,1.98,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion appearance of shampoo,NONE,is suitable for whole family,6.93,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion appearance of shampoo,NONE,is suitable for daily use,0.93,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion appearance of shampoo,NONE,has a pleasant fragrance,2.33,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion appearance of shampoo,NONE,rinses off easily,1.44,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion appearance of shampoo,NONE,has the right amount of stickiness,4.97,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion appearance of shampoo,NONE,does not cause irritation or itching to my scalp,0.9,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion appearance of shampoo,NONE,absorbs well into the scalp,2.25,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion appearance of shampoo,NONE,has effective ingredients,2.71,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion appearance of shampoo,NONE,nourishes my scalp,9.63,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion appearance of shampoo,NONE,helps hair grow longer,5.42,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion appearance of shampoo,NONE,makes hair easy to manage or style,1.31,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion appearance of shampoo,NONE,hair looks healthy,1.11,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion appearance of shampoo,NONE,hair feels nourished,2.39,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion appearance of shampoo,NONE,reduces hair breakage,9.87,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion appearance of shampoo,NONE,reduces hair fall from roots,3.12,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion appearance of shampoo,NONE,reduces hair fall,3.07,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion appearance of shampoo,NONE,makes hair stronger,1.7,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion appearance of shampoo,NONE,make my hair easy to comb when wet,1.41,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion appearance of shampoo,NONE,does not cause dandruff flakes,1.28,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion appearance of shampoo,NONE,absorbs easily into hair,32.86,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion color shampoo,NONE,grows new hair/ improves hair density,2.23,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion color shampoo,NONE,is an ayurvedic medicine,1.97,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion color shampoo,NONE,is suitable for whole family,9.0,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion color shampoo,NONE,is suitable for daily use,1.92,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion color shampoo,NONE,has a pleasant fragrance,4.03,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion color shampoo,NONE,rinses off easily,1.83,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion color shampoo,NONE,has the right amount of stickiness,3.75,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion color shampoo,NONE,does not cause irritation or itching to my scalp,1.74,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion color shampoo,NONE,absorbs well into the scalp,2.49,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion color shampoo,NONE,has effective ingredients,2.1,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion color shampoo,NONE,nourishes my scalp,1.94,India,2021
