id,stage_no,record_type,stage,attr_group,benefit,attribute,attr_low,attr_medium,attr_high,category_code,country_code,stage_group,attribute_rank
1648,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Moisturization,patchy_residue_imm,4.29,0,39.07,FC,IN,CLT B1-2 Skin Look IMD,2
2736,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,Premium product,in_thickness,11.71,0,75.67,FC,IN,CLT B15-16 CLT Fingertip,1
1649,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Moisturization,in_gloss_5min,3.57,0,76.14,FC,IN,CLT B1-2 Skin Look IMD,3
2737,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,Premium product,oily_ft,0.0,0,92.07,FC,IN,CLT B15-16 CLT Fingertip,2
1650,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Moisturization,in_powderylook_imm,4.64,0,41.79,FC,IN,CLT B1-2 Skin Look IMD,4
1651,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Moisturization,in_invisibility_imm,5.43,0,51.33,FC,IN,CLT B1-2 Skin Look IMD,5
1652,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Moisturization,in_gloss_imm,4.29,0,82.86,FC,IN,CLT B1-2 Skin Look IMD,6
1653,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Moisturization,in_invisibility_5min,4.93,0,50.67,FC,IN,CLT B1-2 Skin Look IMD,7
1654,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Moisturization,in_powderylook_5min,4.64,0,22.73,FC,IN,CLT B1-2 Skin Look IMD,8
1655,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Moisturization,in_coverage_5min,4.64,0,67.47,FC,IN,CLT B1-2 Skin Look IMD,9
1656,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Moisturization,in_coverage_imm,4.64,0,70.27,FC,IN,CLT B1-2 Skin Look IMD,10
1657,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Moisturization,in_fairness_5min,4.33,0,43.21,FC,IN,CLT B1-2 Skin Look IMD,11
1658,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Moisturization,in_fairness_imm,4.33,0,50.21,FC,IN,CLT B1-2 Skin Look IMD,12
1659,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Moisturization,shimmer,0.0,0,58.8,FC,IN,CLT B1-2 Skin Look IMD,13
1660,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Moisturization,in_thickness,11.71,0,75.67,FC,IN,CLT B11-12 CLT Skin Feel 10min,1
1661,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Moisturization,in_greasy,3.93,0,82.86,FC,IN,CLT B11-12 CLT Skin Feel 10min,2
1662,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Moisturization,in_sticky_5min,4.64,0,65.43,FC,IN,CLT B11-12 CLT Skin Feel 10min,3
1663,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Moisturization,in_greasy_5min,1.71,0,72.36,FC,IN,CLT B11-12 CLT Skin Feel 10min,4
1664,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Moisturization,oily_ft,0.0,0,92.07,FC,IN,CLT B11-12 CLT Skin Feel 10min,5
1665,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Moisturization,in_oily_5min,0.71,0,73.57,FC,IN,CLT B11-12 CLT Skin Feel 10min,6
1666,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Moisturization,in_spreadability,35.93,0,95.64,FC,IN,CLT B11-12 CLT Skin Feel 10min,7
1667,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Moisturization,ft_stringiness,3.57,0,67.36,FC,IN,CLT B11-12 CLT Skin Feel 10min,8
1668,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Moisturization,in_drag_5min,9.5,0,71.4,FC,IN,CLT B11-12 CLT Skin Feel 10min,9
1669,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Moisturization,in_creamy,7.0,0,65.33,FC,IN,CLT B11-12 CLT Skin Feel 10min,10
1670,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Moisturization,ft_sticky,4.93,0,74.43,FC,IN,CLT B11-12 CLT Skin Feel 10min,11
1671,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Moisturization,ft_firmness,6.71,0,79.57,FC,IN,CLT B11-12 CLT Skin Feel 10min,12
1672,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Moisturization,tightness_5min,16.57,0,73.53,FC,IN,CLT B11-12 CLT Skin Feel 10min,13
1673,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Moisturization,in_wet,1.79,0,89.79,FC,IN,CLT B11-12 CLT Skin Feel 10min,14
1674,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Moisturization,ft_peaking,3.57,0,78.27,FC,IN,CLT B11-12 CLT Skin Feel 10min,15
1675,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Moisturization,in_cooling,0.0,0,27.93,FC,IN,CLT B11-12 CLT Skin Feel 10min,16
1676,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Moisturization,in_absorption,24.29,0,115.0,FC,IN,CLT B11-12 CLT Skin Feel 10min,17
1677,7,sst_attribute_rank,CLT B17-18,Fragrance 10min,Soft and Smooth,in_fragrance_5min,15.43,0,64.07,FC,IN,CLT B17-18 Fragrance 10min,1
1678,7,sst_attribute_rank,CLT B17-18,Fragrance 10min,Soft and Smooth,fr_Green,0.0,0,1.0,FC,IN,CLT B17-18 Fragrance 10min,2
1679,7,sst_attribute_rank,CLT B17-18,Fragrance 10min,Soft and Smooth,in_fragrance_imm,24.36,0,74.73,FC,IN,CLT B17-18 Fragrance 10min,3
1680,7,sst_attribute_rank,CLT B17-18,Fragrance 10min,Soft and Smooth,fr_Aldehydic,0.0,0,1.0,FC,IN,CLT B17-18 Fragrance 10min,4
1681,7,sst_attribute_rank,CLT B17-18,Fragrance 10min,Soft and Smooth,fr_Powdery,0.0,0,1.0,FC,IN,CLT B17-18 Fragrance 10min,5
1682,7,sst_attribute_rank,CLT B17-18,Fragrance 10min,Soft and Smooth,fr_Citrus,0.0,0,1.0,FC,IN,CLT B17-18 Fragrance 10min,6
1683,7,sst_attribute_rank,CLT B17-18,Fragrance 10min,Soft and Smooth,fr_Floral,0.0,0,1.0,FC,IN,CLT B17-18 Fragrance 10min,7
1684,7,sst_attribute_rank,CLT B17-18,Fragrance 10min,Soft and Smooth,fr_Watery_Marine,0.0,0,1.0,FC,IN,CLT B17-18 Fragrance 10min,8
1685,7,sst_attribute_rank,CLT B17-18,Fragrance 10min,Soft and Smooth,fr_Fruity,0.0,0,1.0,FC,IN,CLT B17-18 Fragrance 10min,9
1686,7,sst_attribute_rank,CLT B17-18,Fragrance 10min,Soft and Smooth,fr_Musky,0.0,0,1.0,FC,IN,CLT B17-18 Fragrance 10min,10
1687,7,sst_attribute_rank,CLT B17-18,Fragrance 10min,Soft and Smooth,fr_Aromatic_Herbeaous,0.0,0,1.0,FC,IN,CLT B17-18 Fragrance 10min,11
1688,7,sst_attribute_rank,CLT B17-18,Fragrance 10min,Soft and Smooth,fr_Woody,0.0,0,1.0,FC,IN,CLT B17-18 Fragrance 10min,12
1689,7,sst_attribute_rank,CLT B17-18,Fragrance 10min,Soft and Smooth,fr_Gourmand,0.0,0,1.0,FC,IN,CLT B17-18 Fragrance 10min,13
1690,7,sst_attribute_rank,CLT B17-18,Fragrance 10min,Soft and Smooth,fr_Amber,0.0,0,1.0,FC,IN,CLT B17-18 Fragrance 10min,14
1691,1,sst_attribute_rank,CLT B7-8,Skin feel IU,Soft and Smooth,in_cooling,0.0,0,27.93,FC,IN,CLT B7-8 Skin feel IU,1
1692,1,sst_attribute_rank,CLT B7-8,Skin feel IU,Soft and Smooth,in_absorption,24.29,0,115.0,FC,IN,CLT B7-8 Skin feel IU,2
1693,1,sst_attribute_rank,CLT B7-8,Skin feel IU,Soft and Smooth,in_wet,1.79,0,89.79,FC,IN,CLT B7-8 Skin feel IU,3
1694,1,sst_attribute_rank,CLT B7-8,Skin feel IU,Soft and Smooth,ft_peaking,3.57,0,78.27,FC,IN,CLT B7-8 Skin feel IU,4
1695,1,sst_attribute_rank,CLT B7-8,Skin feel IU,Soft and Smooth,in_creamy,7.0,0,65.33,FC,IN,CLT B7-8 Skin feel IU,5
1696,1,sst_attribute_rank,CLT B7-8,Skin feel IU,Soft and Smooth,ft_stringiness,3.57,0,67.36,FC,IN,CLT B7-8 Skin feel IU,6
1697,1,sst_attribute_rank,CLT B7-8,Skin feel IU,Soft and Smooth,oily_ft,0.0,0,92.07,FC,IN,CLT B7-8 Skin feel IU,7
1698,1,sst_attribute_rank,CLT B7-8,Skin feel IU,Soft and Smooth,in_greasy,3.93,0,82.86,FC,IN,CLT B7-8 Skin feel IU,8
1699,1,sst_attribute_rank,CLT B7-8,Skin feel IU,Soft and Smooth,ft_firmness,6.71,0,79.57,FC,IN,CLT B7-8 Skin feel IU,9
1700,1,sst_attribute_rank,CLT B7-8,Skin feel IU,Soft and Smooth,ft_sticky,4.93,0,74.43,FC,IN,CLT B7-8 Skin feel IU,10
1701,1,sst_attribute_rank,CLT B7-8,Skin feel IU,Soft and Smooth,in_spreadability,35.93,0,95.64,FC,IN,CLT B7-8 Skin feel IU,11
1702,1,sst_attribute_rank,CLT B7-8,Skin feel IU,Soft and Smooth,in_thickness,11.71,0,75.67,FC,IN,CLT B7-8 Skin feel IU,12
1703,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,Soft and Smooth,fr_Green,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,1
1704,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,Soft and Smooth,fr_Aldehydic,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,2
1705,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,Soft and Smooth,in_fragrance_5min,15.43,0,64.07,FC,IN,CLT B5-6 Fragrance In Jar,3
1706,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,Soft and Smooth,in_fragrance_imm,24.36,0,74.73,FC,IN,CLT B5-6 Fragrance In Jar,4
1707,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,Soft and Smooth,fr_Aromatic_Herbeaous,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,5
1708,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,Soft and Smooth,fr_Musky,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,6
1709,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,Soft and Smooth,fr_Citrus,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,7
1710,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,Soft and Smooth,fr_Floral,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,8
1711,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Soft and Smooth,in_cooling_imm,0.0,0,19.29,FC,IN,CLT B9-10 Skin feel IMD,1
2769,1,sst_attribute_rank,CLT B7-8,Skin feel IU,Premium product,in_absorption,24.29,0,115.0,FC,IN,CLT B7-8 Skin feel IU,2
2770,1,sst_attribute_rank,CLT B7-8,Skin feel IU,Premium product,in_wet,1.79,0,89.79,FC,IN,CLT B7-8 Skin feel IU,3
2771,1,sst_attribute_rank,CLT B7-8,Skin feel IU,Premium product,in_greasy,3.93,0,82.86,FC,IN,CLT B7-8 Skin feel IU,4
2772,1,sst_attribute_rank,CLT B7-8,Skin feel IU,Premium product,ft_peaking,3.57,0,78.27,FC,IN,CLT B7-8 Skin feel IU,5
2773,1,sst_attribute_rank,CLT B7-8,Skin feel IU,Premium product,oily_ft,0.0,0,92.07,FC,IN,CLT B7-8 Skin feel IU,6
2774,1,sst_attribute_rank,CLT B7-8,Skin feel IU,Premium product,in_creamy,7.0,0,65.33,FC,IN,CLT B7-8 Skin feel IU,7
2775,1,sst_attribute_rank,CLT B7-8,Skin feel IU,Premium product,ft_stringiness,3.57,0,67.36,FC,IN,CLT B7-8 Skin feel IU,8
2776,1,sst_attribute_rank,CLT B7-8,Skin feel IU,Premium product,ft_firmness,6.71,0,79.57,FC,IN,CLT B7-8 Skin feel IU,9
2777,1,sst_attribute_rank,CLT B7-8,Skin feel IU,Premium product,in_spreadability,35.93,0,95.64,FC,IN,CLT B7-8 Skin feel IU,10
2778,1,sst_attribute_rank,CLT B7-8,Skin feel IU,Premium product,ft_sticky,4.93,0,74.43,FC,IN,CLT B7-8 Skin feel IU,11
2779,1,sst_attribute_rank,CLT B7-8,Skin feel IU,Premium product,in_thickness,11.71,0,75.67,FC,IN,CLT B7-8 Skin feel IU,12
2780,8,sst_attribute_rank,CLT M1-2,APPEARANCE,Premium product,integrity_of_shape_rate,9.86,0,85.73,FC,IN,CLT M1-2 APPEARANCE,1
2781,8,sst_attribute_rank,CLT M1-2,APPEARANCE,Premium product,integrity_of_shape_10s_rate,9.86,0,86.2,FC,IN,CLT M1-2 APPEARANCE,2
2782,8,sst_attribute_rank,CLT M1-2,APPEARANCE,Premium product,product_b,63.0,0,255.0,FC,IN,CLT M1-2 APPEARANCE,3
2783,8,sst_attribute_rank,CLT M1-2,APPEARANCE,Premium product,product_g,133.0,0,255.0,FC,IN,CLT M1-2 APPEARANCE,4
2784,8,sst_attribute_rank,CLT M1-2,APPEARANCE,Premium product,transparency_rate,8.0,0,96.93,FC,IN,CLT M1-2 APPEARANCE,5
2785,8,sst_attribute_rank,CLT M1-2,APPEARANCE,Premium product,ft_firmness,6.71,0,79.57,FC,IN,CLT M1-2 APPEARANCE,6
2786,8,sst_attribute_rank,CLT M1-2,APPEARANCE,Premium product,lightness_of_color,1.0,0,17.0,FC,IN,CLT M1-2 APPEARANCE,7
2787,8,sst_attribute_rank,CLT M1-2,APPEARANCE,Premium product,gloss_rate,5.36,0,92.21,FC,IN,CLT M1-2 APPEARANCE,8
2788,8,sst_attribute_rank,CLT M1-2,APPEARANCE,Premium product,product_r,143.0,0,255.0,FC,IN,CLT M1-2 APPEARANCE,9
2789,8,sst_attribute_rank,CLT M1-2,APPEARANCE,Premium product,size_of_particles,1.0,0,7.0,FC,IN,CLT M1-2 APPEARANCE,10
2790,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Mild and gentle on skin,in_coverage_imm,4.64,0,70.27,FC,IN,CLT B1-2 Skin Look IMD,1
2791,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Mild and gentle on skin,in_powderylook_5min,4.64,0,22.73,FC,IN,CLT B1-2 Skin Look IMD,2
2792,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Mild and gentle on skin,in_powderylook_imm,4.64,0,41.79,FC,IN,CLT B1-2 Skin Look IMD,3
2793,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Mild and gentle on skin,in_fairness_imm,4.33,0,50.21,FC,IN,CLT B1-2 Skin Look IMD,4
2794,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Mild and gentle on skin,in_invisibility_imm,5.43,0,51.33,FC,IN,CLT B1-2 Skin Look IMD,5
2795,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Mild and gentle on skin,in_invisibility_5min,4.93,0,50.67,FC,IN,CLT B1-2 Skin Look IMD,6
2796,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Mild and gentle on skin,in_gloss_5min,3.57,0,76.14,FC,IN,CLT B1-2 Skin Look IMD,7
2797,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Mild and gentle on skin,patchy_residue_imm,4.29,0,39.07,FC,IN,CLT B1-2 Skin Look IMD,8
2798,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Mild and gentle on skin,in_coverage_5min,4.64,0,67.47,FC,IN,CLT B1-2 Skin Look IMD,9
2799,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Mild and gentle on skin,patchy_residue_in,7.86,0,79.6,FC,IN,CLT B1-2 Skin Look IMD,10
2800,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Mild and gentle on skin,shimmer,0.0,0,58.8,FC,IN,CLT B1-2 Skin Look IMD,11
2801,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Mild and gentle on skin,in_gloss_imm,4.29,0,82.86,FC,IN,CLT B1-2 Skin Look IMD,12
2802,1,sst_attribute_rank,CLT B7-8,Skin feel IU,Mild and gentle on skin,in_absorption,24.29,0,115.0,FC,IN,CLT B7-8 Skin feel IU,1
2803,1,sst_attribute_rank,CLT B7-8,Skin feel IU,Mild and gentle on skin,in_cooling,0.0,0,27.93,FC,IN,CLT B7-8 Skin feel IU,2
2804,1,sst_attribute_rank,CLT B7-8,Skin feel IU,Mild and gentle on skin,ft_stringiness,3.57,0,67.36,FC,IN,CLT B7-8 Skin feel IU,3
2805,1,sst_attribute_rank,CLT B7-8,Skin feel IU,Mild and gentle on skin,in_greasy,3.93,0,82.86,FC,IN,CLT B7-8 Skin feel IU,4
1712,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Soft and Smooth,amount_of_residue,22.21,0,93.79,FC,IN,CLT B9-10 Skin feel IMD,2
1713,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Soft and Smooth,in_absorption,24.29,0,115.0,FC,IN,CLT B9-10 Skin feel IMD,3
1714,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Soft and Smooth,in_wet,1.79,0,89.79,FC,IN,CLT B9-10 Skin feel IMD,4
1715,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Soft and Smooth,ft_peaking,3.57,0,78.27,FC,IN,CLT B9-10 Skin feel IMD,5
1716,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Soft and Smooth,softness_imm,7.29,0,72.86,FC,IN,CLT B9-10 Skin feel IMD,6
1717,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Soft and Smooth,in_sticky_imm,4.29,0,73.21,FC,IN,CLT B9-10 Skin feel IMD,7
1718,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Soft and Smooth,in_cooling,0.0,0,27.93,FC,IN,CLT B9-10 Skin feel IMD,8
1719,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Soft and Smooth,in_creamy,7.0,0,65.33,FC,IN,CLT B9-10 Skin feel IMD,9
1720,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Soft and Smooth,in_drag_imm,7.86,0,79.73,FC,IN,CLT B9-10 Skin feel IMD,10
1721,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Soft and Smooth,in_oily_imm,0.64,0,79.64,FC,IN,CLT B9-10 Skin feel IMD,11
1722,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Soft and Smooth,in_spreadability,35.93,0,95.64,FC,IN,CLT B9-10 Skin feel IMD,12
1723,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Soft and Smooth,ft_stringiness,3.57,0,67.36,FC,IN,CLT B9-10 Skin feel IMD,13
1724,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Soft and Smooth,in_greasy,3.93,0,82.86,FC,IN,CLT B9-10 Skin feel IMD,14
1725,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Soft and Smooth,oily_ft,0.0,0,92.07,FC,IN,CLT B9-10 Skin feel IMD,15
1726,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Soft and Smooth,ft_firmness,6.71,0,79.57,FC,IN,CLT B9-10 Skin feel IMD,16
1727,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Soft and Smooth,ft_sticky,4.93,0,74.43,FC,IN,CLT B9-10 Skin feel IMD,17
1728,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Soft and Smooth,in_greasy_imm,2.5,0,79.21,FC,IN,CLT B9-10 Skin feel IMD,18
1729,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Soft and Smooth,in_thickness,11.71,0,75.67,FC,IN,CLT B9-10 Skin feel IMD,19
1730,8,sst_attribute_rank,CLT M1-2,APPEARANCE,Soft and Smooth,product_b,63.0,0,255.0,FC,IN,CLT M1-2 APPEARANCE,1
1731,8,sst_attribute_rank,CLT M1-2,APPEARANCE,Soft and Smooth,transparency_rate,8.0,0,96.93,FC,IN,CLT M1-2 APPEARANCE,2
1732,8,sst_attribute_rank,CLT M1-2,APPEARANCE,Soft and Smooth,size_of_particles,1.0,0,7.0,FC,IN,CLT M1-2 APPEARANCE,3
1733,8,sst_attribute_rank,CLT M1-2,APPEARANCE,Soft and Smooth,lightness_of_color,1.0,0,17.0,FC,IN,CLT M1-2 APPEARANCE,4
1734,8,sst_attribute_rank,CLT M1-2,APPEARANCE,Soft and Smooth,integrity_of_shape_rate,9.86,0,85.73,FC,IN,CLT M1-2 APPEARANCE,5
1735,8,sst_attribute_rank,CLT M1-2,APPEARANCE,Soft and Smooth,amount_of_particles,1.0,0,6.0,FC,IN,CLT M1-2 APPEARANCE,6
1736,8,sst_attribute_rank,CLT M1-2,APPEARANCE,Soft and Smooth,product_g,133.0,0,255.0,FC,IN,CLT M1-2 APPEARANCE,7
1737,8,sst_attribute_rank,CLT M1-2,APPEARANCE,Soft and Smooth,ft_firmness,6.71,0,79.57,FC,IN,CLT M1-2 APPEARANCE,8
1738,8,sst_attribute_rank,CLT M1-2,APPEARANCE,Soft and Smooth,product_r,143.0,0,255.0,FC,IN,CLT M1-2 APPEARANCE,9
1181,7,sst_attribute_rank,CLT B17-18,Fragrance 10min,Reduce fine lines and wrinkles,in_fragrance_imm,24.36,0,74.73,FC,IN,CLT B17-18 Fragrance 10min,7
1182,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Reduce fine lines and wrinkles,in_gloss_5min,3.57,0,76.14,FC,IN,CLT B1-2 Skin Look IMD,1
1183,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Reduce fine lines and wrinkles,shimmer,0.0,0,58.8,FC,IN,CLT B1-2 Skin Look IMD,2
1184,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Reduce fine lines and wrinkles,in_coverage_5min,4.64,0,67.47,FC,IN,CLT B1-2 Skin Look IMD,3
1185,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Reduce fine lines and wrinkles,in_coverage_imm,4.64,0,70.27,FC,IN,CLT B1-2 Skin Look IMD,4
1186,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Reduce fine lines and wrinkles,in_gloss_imm,4.29,0,82.86,FC,IN,CLT B1-2 Skin Look IMD,5
1187,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Reduce fine lines and wrinkles,in_powderylook_imm,4.64,0,41.79,FC,IN,CLT B1-2 Skin Look IMD,6
1188,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Reduce fine lines and wrinkles,in_fairness_5min,4.33,0,43.21,FC,IN,CLT B1-2 Skin Look IMD,7
1189,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Reduce fine lines and wrinkles,in_fairness_imm,4.33,0,50.21,FC,IN,CLT B1-2 Skin Look IMD,8
1190,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Reduce fine lines and wrinkles,patchy_residue_in,7.86,0,79.6,FC,IN,CLT B1-2 Skin Look IMD,9
1191,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Reduce fine lines and wrinkles,patchy_residue_imm,4.29,0,39.07,FC,IN,CLT B1-2 Skin Look IMD,10
1192,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Reduce fine lines and wrinkles,in_invisibility_imm,5.43,0,51.33,FC,IN,CLT B1-2 Skin Look IMD,11
1193,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Reduce fine lines and wrinkles,in_invisibility_5min,4.93,0,50.67,FC,IN,CLT B1-2 Skin Look IMD,12
1194,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Reduce fine lines and wrinkles,in_powderylook_5min,4.64,0,22.73,FC,IN,CLT B1-2 Skin Look IMD,13
1195,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,Reduce fine lines and wrinkles,in_fragrance_5min,15.43,0,64.07,FC,IN,CLT B5-6 Fragrance In Jar,1
1196,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,Reduce fine lines and wrinkles,in_fragrance_imm,24.36,0,74.73,FC,IN,CLT B5-6 Fragrance In Jar,2
1197,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,Reduce fine lines and wrinkles,fr_Aromatic_Herbeaous,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,3
1198,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,Reduce fine lines and wrinkles,fr_Citrus,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,4
1199,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,Reduce fine lines and wrinkles,fr_Floral,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,5
1200,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,Reduce fine lines and wrinkles,fr_Aldehydic,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,6
1201,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,Reduce fine lines and wrinkles,fr_Fruity,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,7
1202,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,Reduce fine lines and wrinkles,fr_Musky,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,8
1203,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,Reduce fine lines and wrinkles,fr_Green,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,9
1204,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,Reduce fine lines and wrinkles,fr_Powdery,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,10
1205,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,Reduce fine lines and wrinkles,fr_Watery_Marine,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,11
1206,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,Reduce fine lines and wrinkles,fr_Amber,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,12
1207,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,Reduce fine lines and wrinkles,fr_Gourmand,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,13
1208,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,Reduce fine lines and wrinkles,fr_Woody,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,14
1209,1,sst_attribute_rank,CLT B7-8,Skin feel IU,Reduce fine lines and wrinkles,in_cooling,0.0,0,27.93,FC,IN,CLT B7-8 Skin feel IU,1
1210,1,sst_attribute_rank,CLT B7-8,Skin feel IU,Reduce fine lines and wrinkles,in_absorption,24.29,0,115.0,FC,IN,CLT B7-8 Skin feel IU,2
1211,1,sst_attribute_rank,CLT B7-8,Skin feel IU,Reduce fine lines and wrinkles,in_creamy,7.0,0,65.33,FC,IN,CLT B7-8 Skin feel IU,3
1212,1,sst_attribute_rank,CLT B7-8,Skin feel IU,Reduce fine lines and wrinkles,oily_ft,0.0,0,92.07,FC,IN,CLT B7-8 Skin feel IU,4
1213,1,sst_attribute_rank,CLT B7-8,Skin feel IU,Reduce fine lines and wrinkles,in_wet,1.79,0,89.79,FC,IN,CLT B7-8 Skin feel IU,5
1214,1,sst_attribute_rank,CLT B7-8,Skin feel IU,Reduce fine lines and wrinkles,ft_stringiness,3.57,0,67.36,FC,IN,CLT B7-8 Skin feel IU,6
